,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
388,danke,projekt,sophie,dank,tolle,vielen,geschichte,lfhjmdfxblyewenp6gqoq,vergessen,unvergessen,menschen,scholl,habt,tolles,rose,heute,nie,frieden,niemals,traurig
389,hans,2hxfnaxwrpmrazyvw0gopw,freiheit,christoph,projekt,unvergessen,scholl,probst,lebe,yz,zaxnkbyryrref7,rrew,sophie,hingerichtet,vielen,ja,hinrichtung,danke,wurde,dank
390,probst,christoph,stiefmutter,kinder,danke,herta,frau,leben,wurde,ja,bhqaftaz9iygqeycrvbzmw,tljsa5h3cteatndbjoq2ww,angelika,kleeblatt,traurig,mutter,christel,kindern,katharina,unfassbar
391,huber,vollstreckung,kurt,j73hyfzen1cubwdvddktiq,n_jdmzdz1hqexff6uciv7w,münchener,professor,schmorell,danke,436,herausgeben,gnadenentscheidungen,pressemitteilung,wehrmachtsjustiz,propagandazwecke,urteils,275,verging,verständnisvolle,urteil
392,graf,willi,live,anneliese,j73hyfzen1cubwdvddktiq,saarbrücken,wurde,wvqxphh7e1l60ft1mngf2w,probst,nachmittag,danke,gestapo,weitertragen,talk,rose,sendungen,worte,stream,letzten,kanal
393,elisabeth,xsfahda1qzjhavchpqrzsg,yoanvv2edrloi6ur6dzswq,fritz,q3yklujajqqlicre3jyggg,lemberg,krieg,art26pkju0c2iasa2j5sfa,dibmxd7gmlcrphta0faxlq,jv4uq0dsihc3qv9owgx0jw,ukraine,europa,hartnagel,schwester,putin,immer,serbien,sophie,xys3ouia,t3dm6fudty1rl
394,scholl,perlacher,ja,traute,grab,halbbruder,thilde,beerdigung,kinder,sophie,hans,familie,elisabeth,fritz,robert,leichen,friedhof,inge,danke,wurde
395,schmorell,x6pwchzqr4moyxmqocjd_q,alexander,wurde,gestapo,mlad_vooq0w4pw,xes_e3u,schmorells,1943,ja,gläubig,qlfhipsulmrwdkmbhampmg,qguvc2zwe0_msx9tvq0c2w,februar,hans,flucht,namen,verhörprotokolle,lilo,zugerufen
396,s_lqhx7320kwzn2ldrph,3nrozmn,obnbfm5dyqaepq,traute,hamburger,zweig,dumme,2cu0,fzlyxn1cxskw,hhuq,ejqrsvw6x27grkicpzwtpa,wurde,verurteilt,untertitel,herta,entging,102,lafrenz,ttlqdcogbdafqayvbuwogw,unbeteiligt
397,grimminger,jenny,hirzel,aowfb45s_clcfosxazp5jq,freiheitsstrafe,zuchthaus,personen,eugen,vergebens,gefängnis,inhaftiert,verurteilt,angerichtet,wurde,zeller,scholl,rose,zipppyimwfhrafefxecyqg,knöpfe,schmorell
398,cvbqq_63sad8adjxdw,s2v,inge,aicher,besucher,gendern,scholl,otl,aktueller,geschwister,hochschule,zitat,hans,jreikh9zq9mbw6s4bnpgw,männlich,fakt,löste,projekt,frauen,geschlechter
399,leipelt,jahn,luise,margaretha,rothe,hans,marie,donauwörth,rww9gejbzaumevaqj6ihiq,halbjude,stolpersteine,d3ir_7el3wcagmxpr,qjq,leipelts,rose,wurde,hamburger,weißen,hamburg,2cudnnyrwmfdt_hanpxcng
400,geschwister,scholl,rose,schule,weißen,gymnasium,fc6ze2ozm3673l62o8yfig,sophie,platz,denkmal,dhtiuvhxouy4bkg5pwn4sg,münchner,83qn_fodbsc6otzdjiwuyq,universität,projekt,danke,boden,geschichte,force,helden
401,rose,weiße,1tjvpysig2ooavptdds4rg,gendergerechte,blumberg,livestreams,sophie,qmk3bdk0bjpwnb6fvz89fg,scholl,danke,absitzen,furtwängler,_thnzpbupdextj8ora7zew,wurde,witzformulierung,jägerstätter,dialekt,y4tcdjsocjjik80b3k5asw,finde,weißen
